04/16-20:46:34.013369 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.112.50,63330,195.115.218.108,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x44,***AP***,0x8ADE7834,0x80807DC5,20,0x832C,64,0,17418,54,55296,,,
04/16-20:46:37.675910 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.204,63331,194.7.248.153,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x4F,***AP***,0x8AF04C4B,0xB7C2037F,20,0x832C,64,0,17482,65,66560,,,
04/16-20:46:37.677484 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.113.204,63331,194.7.248.153,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x4F,***AP***,0x8AF04C64,0xB7C20399,20,0x832C,64,0,17484,65,66560,,,
04/16-20:46:48.666174 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.207,63332,194.27.251.21,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B1DC774,0x80D3CC37,20,0x832C,64,0,17744,66,67584,,,
04/16-20:46:48.667756 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.113.207,63332,194.27.251.21,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B1DC78E,0x80D3CC51,20,0x832C,64,0,17746,66,67584,,,
04/16-20:46:49.700088 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.207,63333,196.227.33.189,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B1F9AAA,0x307D7D9D,20,0x832C,64,0,17798,66,67584,,,
04/16-20:46:49.701584 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.113.207,63333,196.227.33.189,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B1F9AC4,0x307D7DB7,20,0x832C,64,0,17800,66,67584,,,
04/16-20:46:50.797356 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.207,63334,135.8.60.182,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B260F29,0x11333D44,20,0x832C,64,0,17851,66,67584,,,
04/16-20:46:50.798822 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.113.207,63334,135.8.60.182,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x50,***AP***,0x8B260F43,0x11333D5E,20,0x832C,64,0,17853,66,67584,,,
04/16-20:47:15.647078 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.148,63336,172.16.114.50,25,00:50:DA:B7:06:88,00:00:C0:17:79:5A,0x4E,***AP***,0x8B98B90F,0x6941B8A9,20,0x832C,64,0,18445,64,65536,,,
04/16-20:47:16.053691 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.148,63337,194.7.248.153,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x4E,***AP***,0x8B9EA286,0xF4AF5212,20,0x832C,64,0,18526,64,65536,,,
04/16-20:47:16.065496 ,1,5004014,1,"NF - Outbound mail setup command HELO",TCP,172.16.113.148,63337,194.7.248.153,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x4E,***AP***,0x8B9EA29E,0xF4AF522C,20,0x832C,64,0,18531,64,65536,,,
04/16-20:47:26.441078 ,1,5004013,1,"NF - Outbound mail setup command EHLO",TCP,172.16.113.168,63338,195.115.218.108,25,00:50:DA:B7:06:88,00:10:7B:38:46:3B,0x4F,***AP***,0x8BCBFA0D,0x6902B8AB,20,0x832C,64,0,18639,65,66560,,,
