03/07-16:24:04.069737 ,1,2000418,16,"ET POLICY Executable and linking format (ELF) file download",TCP,197.218.177.69,20,172.16.113.204,24667,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x5EA,***A****,0x9E010087,0xA5EC9ED1,20,0x832C,64,0,20252,1500,225300,,,
03/07-16:24:39.836784 ,1,2100530,11,"GPL NETBIOS NT NULL session",TCP,172.16.116.20,3098,172.16.112.100,139,00:10:5A:9C:A9:BB,00:10:5A:9C:B2:54,0xE6,***AP***,0x10064F65,0x1B1DCA,20,0x21D7,128,0,46035,216,221184,,,
03/07-16:32:22.417338 ,1,2019284,1,"ET ATTACK_RESPONSE Output of id command from HTTP server",TCP,172.16.113.168,23,197.182.91.233,44139,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x6B,***AP***,0xC083D4B,0xA694A7E2,20,0x7FE0,64,0,50787,93,95232,,,
03/07-16:32:34.040027 ,1,2101251,11,"GPL TELNET Bad Login",TCP,172.16.113.50,23,195.115.218.108,43886,08:00:20:1B:0B:9B,00:10:5A:9C:B2:8E,0x60,***AP***,0x17F4E4A9,0x9E785ED2,20,0x1000,60,0,21142,82,83968,,,
03/07-16:32:34.040027 ,1,2100492,11,"GPL TELNET TELNET login failed",TCP,172.16.113.50,23,195.115.218.108,43886,08:00:20:1B:0B:9B,00:10:5A:9C:B2:8E,0x60,***AP***,0x17F4E4A9,0x9E785ED2,20,0x1000,60,0,21142,82,83968,,,
03/07-16:32:50.090343 ,1,2019284,1,"ET ATTACK_RESPONSE Output of id command from HTTP server",TCP,172.16.113.168,23,197.182.91.233,44139,00:C0:4F:A3:57:DB,00:10:5A:9C:B2:8E,0x72,***AP***,0xC083DB0,0xA694A7E9,20,0x7FE0,64,0,51324,100,102400,,,
03/07-16:36:39.909916 ,1,2100530,11,"GPL NETBIOS NT NULL session",TCP,172.16.116.20,3099,172.16.112.100,139,00:10:5A:9C:A9:BB,00:10:5A:9C:B2:54,0xE6,***AP***,0x10114C23,0x261A78,20,0x21D7,128,0,56275,216,221184,,,
03/07-16:36:42.152457 ,1,2100530,11,"GPL NETBIOS NT NULL session",TCP,172.16.112.100,2134,172.16.116.20,139,00:10:5A:9C:B2:54,00:10:5A:9C:B2:8E,0xE6,***AP***,0x2623D7,0x101153FB,20,0x21D7,128,0,60761,216,221184,,,
03/07-16:44:51.059631 ,1,2101251,11,"GPL TELNET Bad Login",TCP,172.16.114.50,23,172.16.112.194,1130,00:10:5A:9C:B2:8E,00:C0:4F:A3:57:DB,0x49,***AP***,0x3AD27A36,0xB5F17374,20,0x832C,64,0,46470,59,60416,,,
03/07-16:45:36.495678 ,1,2101251,11,"GPL TELNET Bad Login",TCP,172.16.112.50,23,172.16.113.84,1591,08:00:20:89:A5:9F,00:C0:4F:A3:57:DB,0x47,***AP***,0x958DC43D,0xF189C72C,20,0x2238,255,0,19151,57,58368,,,
03/07-16:48:40.024108 ,1,2100530,11,"GPL NETBIOS NT NULL session",TCP,172.16.116.20,3100,172.16.112.100,139,00:10:5A:9C:A9:BB,00:10:5A:9C:B2:54,0xE6,***AP***,0x101C4910,0x311747,20,0x21D7,128,0,6100,216,221184,,,
